company_id,company_name,year,year_numeric,operating_activity,investing_activity,financing_activity,net_cash_flow,sales,operating_profit,net_profit,free_cash_flow_cr,cfo_quality_score,cfo_quality_label,capex_intensity_pct,capex_intensity_label,fcf_conversion_rate_pct,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern,negative_fcf_3yr_flag,negative_cfo_flag,financing_dependence_flag,capital_allocation_distress_flag,distress_flag,cashflow_health_score,cashflow_health_label
BPCL,Bharat Petroleum Corporation Ltd,Mar 2013,2013,5926.0,-3604.0,-846.0,1476.0,242181.0,6709.0,1936.0,2322.0,3.0609504132231407,High Quality,1.4881431656488329,Asset Light,34.61022507080042,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2014,2014,9588.0,-6881.0,-3736.0,-1029.0,264421.0,9414.0,4053.0,2707.0,2.3656550703182826,High Quality,2.602289530710496,Asset Light,28.755045676651797,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2015,2015,20742.0,-10536.0,-9792.0,414.0,242598.0,9780.0,5082.0,10206.0,4.0814639905549,High Quality,4.342987163950238,Moderate,104.3558282208589,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2016,2016,11119.0,-9233.0,-1332.0,555.0,187815.0,12971.0,8089.0,1886.0,1.3745827667202373,High Quality,4.916007773607007,Moderate,14.540127977796624,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2017,2017,9041.0,-15274.0,4804.0,-1429.0,201251.0,13783.0,9507.0,-6233.0,0.9509834858525297,Moderate,7.589527505453389,Moderate,-45.22237538997316,+,-,+,Mixed,False,False,False,False,False,45,Watch
BPCL,Bharat Petroleum Corporation Ltd,Mar 2018,2018,11068.0,-7066.0,-4218.0,-215.0,235895.0,15317.0,9792.0,4002.0,1.1303104575163399,High Quality,2.9954004959833824,Asset Light,26.12783182085265,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2019,2019,10157.0,-10451.0,207.0,-87.0,298226.0,15112.0,8528.0,-294.0,1.1910178236397748,High Quality,3.5043892886602777,Moderate,-1.9454737956590789,+,-,+,Mixed,False,False,False,False,False,55,Watch
BPCL,Bharat Petroleum Corporation Ltd,Mar 2020,2020,7881.0,-11135.0,3583.0,329.0,284572.0,8975.0,3666.0,-3254.0,2.1497545008183305,High Quality,3.912893749209339,Moderate,-36.25626740947075,+,-,+,Mixed,False,False,False,False,False,55,Watch
BPCL,Bharat Petroleum Corporation Ltd,Mar 2021,2021,23455.0,-2474.0,-13981.0,7000.0,230171.0,21001.0,17320.0,20981.0,1.3542147806004619,High Quality,1.0748530440411694,Asset Light,99.90476643969335,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2022,2022,20336.0,-8138.0,-17672.0,-5474.0,346791.0,19137.0,11682.0,12198.0,1.7407978085944187,High Quality,2.3466583619528762,Asset Light,63.74039818153315,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2023,2023,12466.0,-7806.0,-4402.0,257.0,473187.0,10899.0,2131.0,4660.0,5.849835757860159,High Quality,1.6496649316232272,Asset Light,42.75621616662079,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BPCL,Bharat Petroleum Corporation Ltd,Mar 2024,2024,35936.0,-10521.0,-25427.0,-12.0,448083.0,44082.0,26859.0,25415.0,1.3379500353698945,High Quality,2.3480024906099985,Asset Light,57.65391769883399,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2013,2013,320.0,28.0,-378.0,-30.0,6185.0,421.0,260.0,348.0,1.2307692307692308,High Quality,0.45270816491511723,Asset Light,82.6603325415677,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2014,2014,671.0,-246.0,-357.0,68.0,6913.0,627.0,395.0,425.0,1.6987341772151898,High Quality,3.558512946622306,Moderate,67.78309409888357,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2015,2015,584.0,-450.0,-181.0,-47.0,7858.0,870.0,689.0,134.0,0.8476052249637155,Moderate,5.726648002036142,Moderate,15.402298850574713,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2016,2016,959.0,-705.0,-246.0,8.0,8397.0,1224.0,825.0,254.0,1.1624242424242424,High Quality,8.395855662736691,Capital Intensive,20.751633986928105,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2017,2017,441.0,-150.0,-295.0,-4.0,9054.0,1278.0,885.0,291.0,0.49830508474576274,Accrual Risk,1.656726308813784,Asset Light,22.769953051643192,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
BRITANNIA,Britannia Industries Ltd,Mar 2018,2018,1249.0,-957.0,-232.0,60.0,9914.0,1501.0,1004.0,292.0,1.2440239043824701,High Quality,9.653015937058704,Capital Intensive,19.453697534976683,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2019,2019,1156.0,-852.0,-353.0,-49.0,11055.0,1732.0,1155.0,304.0,1.000865800865801,High Quality,7.706919945725915,Moderate,17.551963048498845,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2020,2020,1485.0,-1526.0,58.0,17.0,11600.0,1843.0,1394.0,-41.0,1.0652797704447632,High Quality,13.155172413793103,Capital Intensive,-2.224633749321758,+,-,+,Mixed,False,False,False,False,False,55,Watch
BRITANNIA,Britannia Industries Ltd,Mar 2021,2021,1876.0,433.0,-2242.0,66.0,13136.0,2509.0,1851.0,2309.0,1.0135062128579146,High Quality,3.296285018270402,Moderate,92.02869669190913,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2022,2022,1300.0,914.0,-2246.0,-32.0,14136.0,2201.0,1516.0,2214.0,0.8575197889182058,Moderate,6.46576117713639,Moderate,100.59064061790095,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
BRITANNIA,Britannia Industries Ltd,Mar 2023,2023,2526.0,-1507.0,-1028.0,-9.0,16301.0,2831.0,2316.0,1019.0,1.0906735751295338,High Quality,9.24483160542298,Capital Intensive,35.99434828682445,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
BRITANNIA,Britannia Industries Ltd,Mar 2024,2024,2573.0,477.0,-2830.0,219.0,16769.0,3167.0,2134.0,3050.0,1.2057169634489222,High Quality,2.844534557815016,Asset Light,96.30565203662772,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
CANBK,Canara Bank,Mar 2013,2013,8010.0,-435.0,-1043.0,6532.0,34070.0,7217.0,2995.0,7575.0,2.674457429048414,High Quality,1.2767830936307603,Asset Light,104.96050990716364,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CANBK,Canara Bank,Mar 2014,2014,14244.0,-380.0,-3771.0,10092.0,39570.0,9636.0,2672.0,13864.0,5.330838323353293,High Quality,0.960323477381855,Asset Light,143.87712743877128,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CANBK,Canara Bank,Mar 2015,2015,6344.0,-1104.0,-1464.0,3776.0,43813.0,10302.0,2931.0,5240.0,2.1644489935175706,High Quality,2.5198000593431176,Asset Light,50.863909920403806,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CANBK,Canara Bank,Mar 2016,2016,9346.0,-443.0,-806.0,8096.0,44039.0,17785.0,-2535.0,8903.0,-3.686785009861933,Accrual Risk,1.0059265650900338,Asset Light,50.059038515603035,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
CANBK,Canara Bank,Mar 2017,2017,2575.0,-476.0,124.0,2224.0,41457.0,15691.0,1411.0,2099.0,1.824946846208363,High Quality,1.1481776298333213,Asset Light,13.377095150086035,+,-,+,Mixed,False,False,False,False,False,85,Strong
CANBK,Canara Bank,Mar 2018,2018,-11120.0,-487.0,2865.0,-8743.0,41345.0,25582.0,-3873.0,-11607.0,2.871159308029951,High Quality,1.1778933365582296,Asset Light,-45.37174575873661,-,-,+,Growth Funded by Debt,False,True,True,True,True,30,Distress
CANBK,Canara Bank,Mar 2019,2019,18237.0,-745.0,-1185.0,16307.0,47951.0,27202.0,696.0,17492.0,26.20258620689655,High Quality,1.5536693708160414,Asset Light,64.30409528711124,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CANBK,Canara Bank,Mar 2020,2020,-5289.0,-445.0,7792.0,2059.0,49759.0,26809.0,-1921.0,-5734.0,2.7532535137948986,High Quality,0.8943105769810487,Asset Light,-21.388339736655603,-,-,+,Growth Funded by Debt,False,True,True,True,True,30,Distress
CANBK,Canara Bank,Mar 2021,2021,59118.0,-1116.0,290.0,58291.0,70253.0,43437.0,2957.0,58002.0,19.99256002705445,High Quality,1.5885442614550267,Asset Light,133.53132122384142,+,-,+,Mixed,False,False,False,False,False,85,Strong
CANBK,Canara Bank,Mar 2022,2022,919.0,-1429.0,4035.0,3525.0,70614.0,41235.0,6158.0,-510.0,0.14923676518350112,Accrual Risk,2.0236780241878383,Asset Light,-1.2368133866860678,+,-,+,Mixed,False,False,False,False,False,15,Distress
CANBK,Canara Bank,Mar 2023,2023,-39978.0,-1156.0,445.0,-40689.0,85885.0,42772.0,11345.0,-41134.0,-3.523843102688409,Accrual Risk,1.3459859113931418,Asset Light,-96.17039184513233,-,-,+,Growth Funded by Debt,False,True,True,True,True,0,Distress
CANBK,Canara Bank,Mar 2024,2024,15046.0,-1750.0,-3834.0,9462.0,110519.0,46146.0,15401.0,13296.0,0.9769495487306019,Moderate,1.583438141857961,Asset Light,28.81289819269276,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2013,2013,-3754.0,5.0,4067.0,317.0,2570.0,688.0,308.0,-3749.0,-12.188311688311689,Accrual Risk,0.19455252918287938,Asset Light,-544.9127906976744,-,+,+,Distress Signal,False,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2014,2014,-2447.0,-83.0,2749.0,219.0,3279.0,932.0,368.0,-2530.0,-6.649456521739131,Accrual Risk,2.531259530344617,Asset Light,-271.45922746781116,-,-,+,Growth Funded by Debt,False,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2015,2015,-2264.0,-40.0,1819.0,-485.0,3715.0,1061.0,444.0,-2304.0,-5.099099099099099,Accrual Risk,1.0767160161507403,Asset Light,-217.15362865221488,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2016,2016,-2809.0,-137.0,3031.0,85.0,4214.0,1266.0,575.0,-2946.0,-4.885217391304348,Accrual Risk,3.251067869008068,Moderate,-232.70142180094786,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2017,2017,-1468.0,-222.0,1692.0,2.0,4694.0,1322.0,718.0,-1690.0,-2.0445682451253484,Accrual Risk,4.729441840647635,Moderate,-127.83661119515885,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2018,2018,-7926.0,-60.0,8009.0,22.0,5559.0,1451.0,918.0,-7986.0,-8.633986928104575,Accrual Risk,1.0793308148947653,Asset Light,-550.3790489317712,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2019,2019,-9317.0,-11.0,12191.0,2862.0,7108.0,1632.0,1197.0,-9328.0,-7.783625730994152,Accrual Risk,0.15475520540236354,Asset Light,-571.5686274509804,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2020,2020,-2075.0,-54.0,2452.0,323.0,8712.0,2421.0,1054.0,-2129.0,-1.9686907020872866,Accrual Risk,0.6198347107438017,Asset Light,-87.938868236266,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2021,2021,-8848.0,-1746.0,8707.0,-1888.0,9583.0,2913.0,1521.0,-10594.0,-5.817225509533202,Accrual Risk,18.21976416571011,Capital Intensive,-363.68005492619295,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2022,2022,-5571.0,1640.0,5150.0,1218.0,10148.0,2926.0,2154.0,-3931.0,-2.586350974930362,Accrual Risk,16.160819865983445,Capital Intensive,-134.34723171565278,-,+,+,Distress Signal,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2023,2023,-27105.0,-2148.0,27466.0,-1787.0,12884.0,3621.0,2665.0,-29253.0,-10.170731707317072,Accrual Risk,16.671841043154302,Capital Intensive,-807.870753935377,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CHOLAFIN,Cholamandalam Investment & Finance Company Ltd,Mar 2024,2024,-35683.0,-2855.0,38471.0,-66.0,19163.0,5385.0,3420.0,-38538.0,-10.433625730994152,Accrual Risk,14.898502322183374,Capital Intensive,-715.6545961002786,-,-,+,Growth Funded by Debt,True,True,True,True,True,0,Distress
CIPLA,Cipla Ltd,Mar 2013,2013,1398.0,-2063.0,718.0,53.0,8279.0,6065.0,1545.0,-665.0,0.9048543689320389,Moderate,24.918468414059667,Capital Intensive,-10.964550700741963,+,-,+,Mixed,False,False,False,False,False,45,Watch
CIPLA,Cipla Ltd,Mar 2014,2014,1563.0,-1265.0,-266.0,33.0,10173.0,8026.0,1404.0,298.0,1.1132478632478633,High Quality,12.434876634227859,Capital Intensive,3.712932967854473,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2015,2015,1173.0,-950.0,165.0,388.0,11345.0,9183.0,1229.0,223.0,0.9544344995931652,Moderate,8.373732921992067,Capital Intensive,2.428400304911249,+,-,+,Mixed,False,False,False,False,False,75,Healthy
CIPLA,Cipla Ltd,Mar 2016,2016,1741.0,-4533.0,3104.0,312.0,13790.0,11310.0,1383.0,-2792.0,1.2588575560375994,High Quality,32.871646120377086,Capital Intensive,-24.68611847922193,+,-,+,Mixed,False,False,False,False,False,55,Watch
CIPLA,Cipla Ltd,Mar 2017,2017,2382.0,-1304.0,-1326.0,-248.0,14394.0,11898.0,1035.0,1078.0,2.301449275362319,High Quality,9.059330276504099,Capital Intensive,9.060346276685157,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2018,2018,1463.0,-834.0,-385.0,243.0,15156.0,12329.0,1417.0,629.0,1.0324629498941424,High Quality,5.5027711797308,Moderate,5.1017925216968125,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2019,2019,1691.0,-1688.0,-349.0,-345.0,16362.0,13265.0,1492.0,3.0,1.133378016085791,High Quality,10.316587214276982,Capital Intensive,0.022615906520919715,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2020,2020,3068.0,114.0,-2949.0,234.0,17132.0,13926.0,1500.0,3182.0,2.0453333333333332,High Quality,0.6654214335745973,Asset Light,22.84934654602901,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
CIPLA,Cipla Ltd,Mar 2021,2021,3755.0,-2374.0,-1240.0,141.0,19160.0,14907.0,2389.0,1381.0,1.571787358727501,High Quality,12.390396659707724,Capital Intensive,9.264104112162071,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2022,2022,3326.0,-1858.0,-1600.0,-132.0,21763.0,17211.0,2547.0,1468.0,1.3058500196309384,High Quality,8.537425906354823,Capital Intensive,8.529428853640114,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2023,2023,3238.0,-2376.0,-958.0,-97.0,22753.0,17726.0,2833.0,862.0,1.1429579950582422,High Quality,10.442579000571353,Capital Intensive,4.862913234796344,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
CIPLA,Cipla Ltd,Mar 2024,2024,4134.0,-2982.0,-1200.0,-49.0,25774.0,19483.0,4154.0,1152.0,0.9951853635050554,Moderate,11.569799022270505,Capital Intensive,5.912847097469589,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
COALINDIA,Coal India Ltd,Mar 2013,2013,9109.0,-1833.0,-7852.0,-575.0,68303.0,50216.0,17356.0,7276.0,0.5248329108089421,Moderate,2.683630294423378,Asset Light,14.489405767086188,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
COALINDIA,Coal India Ltd,Mar 2014,2014,14525.0,8580.0,-25350.0,-2246.0,70608.0,52842.0,15112.0,23105.0,0.9611566966649021,Moderate,12.151597552685248,Capital Intensive,43.724688694598996,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
COALINDIA,Coal India Ltd,Mar 2015,2015,14382.0,894.0,-15026.0,250.0,74120.0,56777.0,13727.0,15276.0,1.0477161797916514,High Quality,1.2061521856449002,Asset Light,26.90526093312433,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
COALINDIA,Coal India Ltd,Mar 2016,2016,13154.0,8154.0,-19587.0,1721.0,77861.0,59147.0,14267.0,21308.0,0.9219878040232705,Moderate,10.472508701403784,Capital Intensive,36.02549579860348,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
COALINDIA,Coal India Ltd,Mar 2017,2017,16461.0,455.0,-17598.0,-682.0,78164.0,65716.0,9280.0,16916.0,1.7738146551724139,High Quality,0.5821094109820377,Asset Light,25.741067624322845,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
COALINDIA,Coal India Ltd,Mar 2018,2018,21115.0,-7747.0,-13564.0,-196.0,85244.0,75956.0,7038.0,13368.0,3.000142085819835,High Quality,9.088029656046173,Capital Intensive,17.59966296276792,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
COALINDIA,Coal India Ltd,Mar 2019,2019,16356.0,-7896.0,-10885.0,-2426.0,99586.0,74579.0,17464.0,8460.0,0.9365551992670637,Moderate,7.928825336894745,Moderate,11.343675833679722,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
COALINDIA,Coal India Ltd,Mar 2020,2020,4977.0,1033.0,-4791.0,1219.0,96080.0,74500.0,16700.0,6010.0,0.2980239520958084,Accrual Risk,1.0751457119067445,Asset Light,8.067114093959733,+,+,-,Liquidating Assets,False,False,False,False,False,45,Watch
COALINDIA,Coal India Ltd,Mar 2021,2021,10592.0,182.0,-8453.0,2321.0,90026.0,71398.0,12702.0,10774.0,0.8338844276491891,Moderate,0.20216381934107922,Asset Light,15.090058545057284,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
COALINDIA,Coal India Ltd,Mar 2022,2022,41107.0,-25715.0,-13441.0,1951.0,109715.0,84995.0,17378.0,15392.0,2.365462078490045,High Quality,23.43799845053092,Capital Intensive,18.109300547091006,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
COALINDIA,Coal India Ltd,Mar 2023,2023,35734.0,-23465.0,-13704.0,-1436.0,138252.0,94020.0,31723.0,12269.0,1.1264382309365444,High Quality,16.972629690709716,Capital Intensive,13.049351201871943,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
COALINDIA,Coal India Ltd,Mar 2024,2024,18103.0,-4486.0,-13899.0,-282.0,142324.0,94352.0,37369.0,13617.0,0.48443897348069254,Accrual Risk,3.151963126387679,Moderate,14.432126505002543,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
DABUR,Dabur India Ltd,Mar 2013,2013,870.0,-622.0,-234.0,13.0,6140.0,992.0,766.0,248.0,1.1357702349869452,High Quality,10.13029315960912,Capital Intensive,25.0,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DABUR,Dabur India Ltd,Mar 2014,2014,1098.0,-104.0,-804.0,190.0,7058.0,1162.0,916.0,994.0,1.1986899563318778,High Quality,1.4735052422782657,Asset Light,85.54216867469879,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DABUR,Dabur India Ltd,Mar 2015,2015,1047.0,-876.0,-417.0,-245.0,7795.0,1320.0,1068.0,171.0,0.9803370786516854,Moderate,11.237973059653624,Capital Intensive,12.954545454545455,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2016,2016,1187.0,-730.0,-374.0,82.0,7780.0,1518.0,1254.0,457.0,0.9465709728867624,Moderate,9.383033419023135,Capital Intensive,30.10540184453228,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2017,2017,1227.0,-807.0,-339.0,81.0,7614.0,1512.0,1280.0,420.0,0.95859375,Moderate,10.598896769109535,Capital Intensive,27.77777777777778,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2018,2018,1092.0,-541.0,-577.0,-27.0,7722.0,1617.0,1358.0,551.0,0.8041237113402062,Moderate,7.005957005957006,Moderate,34.07544836116265,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2019,2019,1499.0,338.0,-1888.0,-51.0,8515.0,1740.0,1446.0,1837.0,1.0366528354080222,High Quality,3.969465648854962,Moderate,105.57471264367817,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2020,2020,1614.0,-517.0,-1043.0,54.0,8685.0,1792.0,1448.0,1097.0,1.1146408839779005,High Quality,5.952792170408751,Moderate,61.21651785714286,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DABUR,Dabur India Ltd,Mar 2021,2021,2115.0,-1404.0,-613.0,97.0,9562.0,2002.0,1695.0,711.0,1.247787610619469,High Quality,14.683120686048944,Capital Intensive,35.514485514485514,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DABUR,Dabur India Ltd,Mar 2022,2022,1802.0,-1273.0,-490.0,38.0,10889.0,2252.0,1742.0,529.0,1.034443168771527,High Quality,11.690697033703739,Capital Intensive,23.490230905861456,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DABUR,Dabur India Ltd,Mar 2023,2023,1488.0,-583.0,-1035.0,-130.0,11530.0,2162.0,1701.0,905.0,0.8747795414462081,Moderate,5.056374674761492,Moderate,41.859389454209065,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DABUR,Dabur India Ltd,Mar 2024,2024,2013.0,-971.0,-1161.0,-119.0,12404.0,2400.0,1811.0,1042.0,1.1115405853119824,High Quality,7.828119961302805,Moderate,43.416666666666664,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2013,2013,480.0,-255.0,-231.0,-5.0,2145.0,816.0,602.0,225.0,0.7973421926910299,Moderate,11.888111888111888,Capital Intensive,27.573529411764707,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2014,2014,557.0,-305.0,-248.0,3.0,2532.0,1018.0,773.0,252.0,0.720569210866753,Moderate,12.045813586097946,Capital Intensive,24.75442043222004,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2015,2015,826.0,-521.0,-303.0,3.0,3115.0,1173.0,852.0,305.0,0.9694835680751174,Moderate,16.725521669341894,Capital Intensive,26.001705029838025,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2016,2016,1038.0,-406.0,-631.0,0.0,3776.0,1423.0,1126.0,632.0,0.9218472468916519,Moderate,10.752118644067798,Capital Intensive,44.41321152494729,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2017,2017,1150.0,-1140.0,2.0,13.0,4064.0,1450.0,1060.0,10.0,1.0849056603773586,High Quality,28.051181102362204,Capital Intensive,0.6896551724137931,+,-,+,Mixed,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2018,2018,776.0,-478.0,-314.0,-17.0,3891.0,1269.0,877.0,298.0,0.8848346636259977,Moderate,12.284759701876125,Capital Intensive,23.483057525610718,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2019,2019,954.0,-685.0,-246.0,23.0,4946.0,1874.0,1353.0,269.0,0.70509977827051,Moderate,13.849575414476345,Capital Intensive,14.354322305229456,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2020,2020,1216.0,-83.0,-1091.0,41.0,5394.0,1826.0,1377.0,1133.0,0.8830791575889615,Moderate,1.538746755654431,Asset Light,62.048192771084345,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DIVISLAB,Divis Laboratories Ltd,Mar 2021,2021,1947.0,75.0,-35.0,1987.0,6969.0,2867.0,1984.0,2022.0,0.9813508064516129,Moderate,1.076194575979337,Asset Light,70.52668294384374,+,+,-,Liquidating Assets,False,False,False,False,False,75,Healthy
DIVISLAB,Divis Laboratories Ltd,Mar 2022,2022,1912.0,-2195.0,-532.0,-816.0,8960.0,3885.0,2960.0,-283.0,0.6459459459459459,Moderate,24.497767857142858,Capital Intensive,-7.284427284427284,+,-,-,Reinvestor,False,False,False,False,False,55,Watch
DIVISLAB,Divis Laboratories Ltd,Mar 2023,2023,2459.0,-2707.0,-797.0,-1045.0,7767.0,2370.0,1824.0,-248.0,1.3481359649122806,High Quality,34.852581434273205,Capital Intensive,-10.464135021097047,+,-,-,Shareholder Returns,False,False,False,False,False,65,Healthy
DIVISLAB,Divis Laboratories Ltd,Mar 2024,2024,1261.0,-269.0,-799.0,193.0,7845.0,2210.0,1600.0,992.0,0.788125,Moderate,3.4289356277884,Moderate,44.8868778280543,+,-,-,Reinvestor,False,False,False,False,False,85,Strong
DLF,DLF Ltd,Mar 2013,2013,2009.0,1995.0,-3951.0,52.0,7773.0,2633.0,667.0,4004.0,3.0119940029985006,High Quality,25.6657661134697,Capital Intensive,152.06988226357768,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
DLF,DLF Ltd,Mar 2014,2014,1468.0,3924.0,-4532.0,860.0,8298.0,2493.0,590.0,5392.0,2.488135593220339,High Quality,47.288503253796094,Capital Intensive,216.2855996791015,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
DLF,DLF Ltd,Mar 2015,2015,2037.0,98.0,-1547.0,588.0,7649.0,3014.0,507.0,2135.0,4.017751479289941,High Quality,1.2812132304876453,Asset Light,70.836098208361,+,+,-,Liquidating Assets,False,False,False,False,False,85,Strong
DLF,DLF Ltd,Mar 2016,2016,2957.0,-818.0,-1929.0,210.0,9926.0,3966.0,305.0,2139.0,9.695081967213115,High Quality,8.240983276244208,Capital Intensive,53.933434190620275,+,-,-,Shareholder Returns,False,False,False,False,False,95,Strong
